"","year","geography","grade","N","vax","value","percent_surveyed","survey_type"
"2650","2023-24","Maryland","Kindergarten",63224,"hep_b","96.9",100,"Census"
"2651","2023-24","Maryland","Kindergarten",63224,"polio","97.0",100,"Census"
"2652","2023-24","Maryland","Kindergarten",63224,"varicella","96.2",100,"Census"
"2653","2012-13","Maryland","Kindergarten",75007,"varicella","99.6",84.3,"Voluntary Response"
"2654","2014-15","Maryland","Kindergarten",75391,"varicella",NA,90.2,"Census (public); Voluntary response (private)"
"2655","2013-14","Maryland","Kindergarten",75659,"varicella","99.0",96.9,"Census"
"2656","2019-20","Maryland","Kindergarten",72443,"varicella","NReq",98.3,"Census (public). voluntary response (private)"
"2657","2020-21","Maryland","Kindergarten",65764,"varicella","NReq",75.6,"Voluntary response"
"2658","2015-16","Maryland","Kindergarten",72012,"varicella",NA,94.3,"Census (public); Voluntary response (private)"
"2659","2015-16","Maryland","Kindergarten",72012,"hep_b","99.6",94.3,"Census (public); Voluntary response (private)"
"2660","2014-15","Maryland","Kindergarten",75391,"hep_b","99.5",90.2,"Census (public); Voluntary response (private)"
"2661","2016-17","Maryland","Kindergarten",71467,"hep_b","98.1",98.1,"Census"
"2662","2017-18","Maryland","Kindergarten",68528,"hep_b","97.9",98.5,"Census"
"2663","2013-14","Maryland","Kindergarten",75659,"hep_b","99.0",96.9,"Census"
"2664","2012-13","Maryland","Kindergarten",75007,"hep_b","99.4",84.3,"Voluntary Response"
"2665","2010-11","Maryland","Kindergarten",NA,"hep_b",NA,NA,NA
"2666","2011-12","Maryland","Kindergarten",72957,"hep_b","99.6",67.2,"Voluntary Response"
"2667","2016-17","Maryland","Kindergarten",71467,"varicella","97.6",98.1,"Census"
"2668","2019-20","Maryland","Kindergarten",72443,"varicella","97.5",98.3,"Census (public). voluntary response (private)"
"2669","2020-21","Maryland","Kindergarten",65764,"varicella","87.3",75.6,"Voluntary response"
"2670","2017-18","Maryland","Kindergarten",68528,"varicella","97.5",98.5,"Census"
"2671","2018-19","Maryland","Kindergarten",71431,"varicella","97.1",100,"Census"
"2672","2011-12","Maryland","Kindergarten",72957,"polio","99.7",67.2,"Voluntary Response"
"2673","2010-11","Maryland","Kindergarten",NA,"polio",NA,NA,NA
"2674","2009-10","Maryland","Kindergarten",75061,"polio","99.8",75,"Voluntary response"
"2675","2021-22","Maryland","Kindergarten",53866,"hep_b","93.9",98.4,"Census"
"2676","2020-21","Maryland","Kindergarten",65764,"hep_b","89.5",75.6,"Voluntary response"
"2677","2019-20","Maryland","Kindergarten",72443,"hep_b","98.3",98.3,"Census (public). voluntary response (private)"
"2678","2018-19","Maryland","Kindergarten",71431,"hep_b","97.7",100,"Census"
"2679","2009-10","Maryland","Kindergarten",75061,"hep_b","99.7",75,"Voluntary response"
"2680","2021-22","Maryland","Kindergarten",53866,"varicella","92.7",98.4,"Census"
"2681","2015-16","Maryland","Kindergarten",72012,"mmr","99.4",94.3,"Census (public); Voluntary response (private)"
"2682","2014-15","Maryland","Kindergarten",75391,"mmr","99.1",90.2,"Census (public); Voluntary response (private)"
"2683","2013-14","Maryland","Kindergarten",75659,"mmr","97.6",96.9,"Census"
"2684","2012-13","Maryland","Kindergarten",75007,"mmr","98.2",84.3,"Voluntary Response"
"2685","2011-12","Maryland","Kindergarten",72957,"mmr","98.7",67.2,"Voluntary Response"
"2686","2010-11","Maryland","Kindergarten",NA,"mmr",NA,NA,NA
"2687","2009-10","Maryland","Kindergarten",75061,"mmr","98.9",75,"Voluntary response"
"2688","2013-14","Maryland","Kindergarten",75659,"dtap","99.0",96.9,"Census"
"2689","2012-13","Maryland","Kindergarten",75007,"dtap","99.4",84.3,"Voluntary Response"
"2690","2011-12","Maryland","Kindergarten",72957,"dtap","99.6",67.2,"Voluntary Response"
"2691","2010-11","Maryland","Kindergarten",NA,"dtap",NA,NA,NA
"2692","2015-16","Maryland","Kindergarten",72012,"dtap","99.6",94.3,"Census (public); Voluntary response (private)"
"2693","2014-15","Maryland","Kindergarten",75391,"dtap","99.6",90.2,"Census (public); Voluntary response (private)"
"2694","2016-17","Maryland","Kindergarten",71467,"dtap","98.2",98.1,"Census"
"2695","2023-24","Louisiana","Kindergarten",51839,"mmr","92.4",100,"Census"
"2696","2023-24","Louisiana","Kindergarten",51839,"dtap","90.5",100,"Census"
"2697","2023-24","Louisiana","Kindergarten",51839,"varicella","NReq",100,"Census"
"2698","2023-24","Louisiana","Kindergarten",51839,"varicella","90.9",100,"Census"
"2699","2023-24","Louisiana","Kindergarten",51839,"hep_b","95.9",100,"Census"
"2700","2023-24","Louisiana","Kindergarten",51839,"polio","95.0",100,"Census"
"2701","2023-24","Louisiana","Kindergarten",51839,"varicella","90.9",100,"Census"
"2702","2019-20","Louisiana","Kindergarten",59685,"polio","98.0",100,"Census"
"2703","2018-19","Louisiana","Kindergarten",56203,"polio","98.4",100,"Census"
"2704","2016-17","Louisiana","Kindergarten",55257,"polio","97.1",100,"Census"
"2705","2017-18","Louisiana","Kindergarten",58277,"polio","95.8",100,"Census"
"2706","2015-16","Louisiana","Kindergarten",59159,"polio","96.9",100,"Census"
"2707","2014-15","Louisiana","Kindergarten",60377,"polio","98.9",100,"Census"
"2708","2013-14","Louisiana","Kindergarten",63976,"polio","99.0",100,"Census"
"2709","2012-13","Louisiana","Kindergarten",68874,"polio","99.0",100,"Census"
"2710","2020-21","Louisiana","Kindergarten",61912,"polio","98.6",100,"Census"
"2711","2021-22","Louisiana","Kindergarten",66518,"polio","97.6",100,"Census"
"2712","2014-15","Louisiana","Kindergarten",60377,"varicella","96.7",100,"Census"
"2713","2013-14","Louisiana","Kindergarten",63976,"varicella","96.1",100,"Census"
"2714","2012-13","Louisiana","Kindergarten",68874,"varicella","96.5",100,"Census"
"2715","2011-12","Louisiana","Kindergarten",69013,"varicella","97.2",100,"Census"
"2716","2010-11","Louisiana","Kindergarten",NA,"varicella",NA,NA,NA
"2717","2009-10","Louisiana","Kindergarten",53846,"varicella","93.7",100,"Census"
"2718","2021-22","Louisiana","Kindergarten",66518,"varicella","NReq",100,"Census"
"2719","2011-12","Louisiana","Kindergarten",69013,"varicella",NA,100,"Census"
"2720","2017-18","Louisiana","Kindergarten",58277,"dtap","97.7",100,"Census"
"2721","2019-20","Louisiana","Kindergarten",59685,"dtap","97.2",100,"Census"
"2722","2018-19","Louisiana","Kindergarten",56203,"dtap","97.7",100,"Census"
"2723","2021-22","Louisiana","Kindergarten",66518,"dtap","96.2",100,"Census"
"2724","2020-21","Louisiana","Kindergarten",61912,"dtap","96.9",100,"Census"
"2725","2010-11","Louisiana","Kindergarten",NA,"varicella",NA,NA,NA
"2726","2009-10","Louisiana","Kindergarten",53846,"varicella",NA,100,"Census"
"2727","2020-21","Louisiana","Kindergarten",61912,"varicella","93.2",100,"Census"
"2728","2021-22","Louisiana","Kindergarten",66518,"varicella","91.4",100,"Census"
"2729","2013-14","Louisiana","Kindergarten",63976,"dtap","98.3",100,"Census"
"2730","2012-13","Louisiana","Kindergarten",68874,"dtap","98.3",100,"Census"
"2731","2011-12","Louisiana","Kindergarten",69013,"dtap","98.9",100,"Census"
"2732","2010-11","Louisiana","Kindergarten",NA,"dtap",NA,NA,NA
"2733","2015-16","Louisiana","Kindergarten",59159,"dtap","98.3",100,"Census"
"2734","2014-15","Louisiana","Kindergarten",60377,"dtap","98.3",100,"Census"
"2735","2016-17","Louisiana","Kindergarten",55257,"dtap","98.0",100,"Census"
"2736","2016-17","Louisiana","Kindergarten",55257,"mmr","97.1",100,"Census"
"2737","2019-20","Louisiana","Kindergarten",59685,"mmr","95.6",100,"Census"
"2738","2020-21","Louisiana","Kindergarten",61912,"mmr","96.2",100,"Census"
"2739","2017-18","Louisiana","Kindergarten",58277,"mmr","96.1",100,"Census"
"2740","2018-19","Louisiana","Kindergarten",56203,"mmr","95.5",100,"Census"
"2741","2009-10","Louisiana","Kindergarten",53846,"dtap","98.0",100,"Census"
"2742","2021-22","Louisiana","Kindergarten",66518,"mmr","93.7",100,"Census"
"2743","2012-13","Louisiana","Kindergarten",68874,"varicella",NA,100,"Census"
"2744","2014-15","Louisiana","Kindergarten",60377,"varicella",NA,100,"Census"
"2745","2013-14","Louisiana","Kindergarten",63976,"varicella",NA,100,"Census"
"2746","2019-20","Louisiana","Kindergarten",59685,"varicella","NReq",100,"Census"
"2747","2020-21","Louisiana","Kindergarten",61912,"varicella","NReq",100,"Census"
"2748","2015-16","Louisiana","Kindergarten",59159,"varicella",NA,100,"Census"
"2749","2009-10","Louisiana","Kindergarten",53846,"hep_b","98.0",100,"Census"
"2750","2021-22","Louisiana","Kindergarten",66518,"varicella","91.4",100,"Census"
"2751","2016-17","Louisiana","Kindergarten",55257,"varicella","96.5",100,"Census"
"2752","2018-19","Louisiana","Kindergarten",56203,"varicella","95.4",100,"Census"
"2753","2017-18","Louisiana","Kindergarten",58277,"varicella","95.6",100,"Census"
"2754","2019-20","Louisiana","Kindergarten",59685,"varicella","95.0",100,"Census"
"2755","2020-21","Louisiana","Kindergarten",61912,"varicella","93.2",100,"Census"
"2756","2015-16","Louisiana","Kindergarten",59159,"hep_b","98.9",100,"Census"
"2757","2014-15","Louisiana","Kindergarten",60377,"hep_b","98.8",100,"Census"
"2758","2016-17","Louisiana","Kindergarten",55257,"hep_b","98.7",100,"Census"
"2759","2017-18","Louisiana","Kindergarten",58277,"hep_b","98.4",100,"Census"
"2760","2013-14","Louisiana","Kindergarten",63976,"hep_b","98.8",100,"Census"
"2761","2012-13","Louisiana","Kindergarten",68874,"hep_b","98.8",100,"Census"
"2762","2010-11","Louisiana","Kindergarten",NA,"hep_b",NA,NA,NA
"2763","2011-12","Louisiana","Kindergarten",69013,"hep_b","99.3",100,"Census"
"2764","2011-12","Louisiana","Kindergarten",69013,"polio","99.6",100,"Census"
"2765","2010-11","Louisiana","Kindergarten",NA,"polio",NA,NA,NA
"2766","2009-10","Louisiana","Kindergarten",53846,"polio","98.9",100,"Census"
"2767","2021-22","Louisiana","Kindergarten",66518,"hep_b","97.8",100,"Census"
"2768","2020-21","Louisiana","Kindergarten",61912,"hep_b","98.5",100,"Census"
"2769","2018-19","Louisiana","Kindergarten",56203,"hep_b","98.4",100,"Census"
"2770","2019-20","Louisiana","Kindergarten",59685,"hep_b","98.0",100,"Census"
"2771","2015-16","Louisiana","Kindergarten",59159,"varicella","96.8",100,"Census"
"2772","2015-16","Louisiana","Kindergarten",59159,"mmr","96.8",100,"Census"
"2773","2014-15","Louisiana","Kindergarten",60377,"mmr","96.8",100,"Census"
"2774","2013-14","Louisiana","Kindergarten",63976,"mmr","96.8",100,"Census"
"2775","2012-13","Louisiana","Kindergarten",68874,"mmr","96.6",100,"Census"
"2776","2011-12","Louisiana","Kindergarten",69013,"mmr","98.1",100,"Census"
"2777","2010-11","Louisiana","Kindergarten",NA,"mmr",NA,NA,NA
"2778","2009-10","Louisiana","Kindergarten",53846,"mmr","96.9",100,"Census"
"2779","2022-23","Missouri","Kindergarten",69126,"mmr","91.3",100,"Census"
"2780","2021-22","Missouri","Kindergarten",71034,"varicella","91.2",100,"Census"
"2781","2020-21","Missouri","Kindergarten",63093,"varicella","92.1",100,"Census"
"2782","2022-23","Missouri","Kindergarten",69126,"varicella","NReq",100,"Census"
"2783","2022-23","Missouri","Kindergarten",69126,"dtap","91.1",100,"Census"
"2784","2022-23","Missouri","Kindergarten",69126,"varicella","90.8",100,"Census"
"2785","2022-23","Missouri","Kindergarten",69126,"polio","91.5",100,"Census"
"2786","2022-23","Missouri","Kindergarten",69126,"varicella","90.8",100,"Census"
"2787","2022-23","Missouri","Kindergarten",69126,"hep_b","93.7",100,"Census"
"2788","2016-17","Missouri","Kindergarten",73355,"dtap","95.5",100,"Census"
"2789","2014-15","Missouri","Kindergarten",75900,"dtap","96.0",100,"Census"
"2790","2015-16","Missouri","Kindergarten",74413,"dtap","95.6",100,"Census"
"2791","2010-11","Missouri","Kindergarten",NA,"dtap",NA,NA,NA
"2792","2011-12","Missouri","Kindergarten",75240,"dtap","97.1",4.7,"2-stage Cluster Sample"
"2793","2012-13","Missouri","Kindergarten",78416,"dtap","96.5",5.9,"2-stage Cluster Sample"
"2794","2013-14","Missouri","Kindergarten",78140,"dtap","96.0",100,"Census"
"2795","2018-19","Missouri","Kindergarten",72687,"mmr","94.8",100,"Census"
"2796","2017-18","Missouri","Kindergarten",73113,"mmr","95.2",100,"Census"
"2797","2020-21","Missouri","Kindergarten",63093,"mmr","92.6",100,"Census"
"2798","2019-20","Missouri","Kindergarten",72324,"mmr","94.6",100,"Census"
"2799","2016-17","Missouri","Kindergarten",73355,"mmr","95.4",100,"Census"
"2800","2021-22","Missouri","Kindergarten",71034,"mmr","91.6",100,"Census"
"2801","2009-10","Missouri","Kindergarten",75958,"dtap","97.1",3,"Random sample"
"2802","2009-10","Missouri","Kindergarten",75958,"mmr","97.3",3,"Random sample"
"2803","2010-11","Missouri","Kindergarten",NA,"mmr",NA,NA,NA
"2804","2011-12","Missouri","Kindergarten",75240,"mmr","96.8",4.7,"2-stage Cluster Sample"
"2805","2012-13","Missouri","Kindergarten",78416,"mmr","96.7",5.9,"2-stage Cluster Sample"
"2806","2013-14","Missouri","Kindergarten",78140,"mmr","95.5",100,"Census"
"2807","2014-15","Missouri","Kindergarten",75900,"mmr","95.8",100,"Census"
"2808","2015-16","Missouri","Kindergarten",74413,"mmr","95.7",100,"Census"
"2809","2019-20","Missouri","Kindergarten",72324,"polio","94.9",100,"Census"
"2810","2012-13","Missouri","Kindergarten",78416,"polio","96.9",5.9,"2-stage Cluster Sample"
"2811","2013-14","Missouri","Kindergarten",78140,"polio","95.9",100,"Census"
"2812","2014-15","Missouri","Kindergarten",75900,"polio","96.3",100,"Census"
"2813","2015-16","Missouri","Kindergarten",74413,"polio","96.0",100,"Census"
"2814","2017-18","Missouri","Kindergarten",73113,"polio","95.5",100,"Census"
"2815","2016-17","Missouri","Kindergarten",73355,"polio","95.6",100,"Census"
"2816","2018-19","Missouri","Kindergarten",72687,"polio","95.0",100,"Census"
"2817","2021-22","Missouri","Kindergarten",71034,"polio","91.9",100,"Census"
"2818","2020-21","Missouri","Kindergarten",63093,"polio","92.9",100,"Census"
"2819","2010-11","Missouri","Kindergarten",NA,"varicella",NA,NA,NA
"2820","2011-12","Missouri","Kindergarten",75240,"varicella","95.1",4.7,"2-stage Cluster Sample"
"2821","2012-13","Missouri","Kindergarten",78416,"varicella","96.1",5.9,"2-stage Cluster Sample"
"2822","2013-14","Missouri","Kindergarten",78140,"varicella","94.6",100,"Census"
"2823","2014-15","Missouri","Kindergarten",75900,"varicella","95.3",100,"Census"
"2824","2021-22","Missouri","Kindergarten",71034,"varicella","NReq",100,"Census"
"2825","2009-10","Missouri","Kindergarten",75958,"varicella","NReq",3,"Random sample"
"2826","2020-21","Missouri","Kindergarten",63093,"dtap","92.6",100,"Census"
"2827","2021-22","Missouri","Kindergarten",71034,"dtap","91.5",100,"Census"
"2828","2018-19","Missouri","Kindergarten",72687,"dtap","94.8",100,"Census"
"2829","2019-20","Missouri","Kindergarten",72324,"dtap","94.5",100,"Census"
"2830","2017-18","Missouri","Kindergarten",73113,"dtap","95.3",100,"Census"
"2831","2009-10","Missouri","Kindergarten",75958,"varicella","98.8",3,"Random sample"
"2832","2010-11","Missouri","Kindergarten",NA,"varicella",NA,NA,NA
"2833","2011-12","Missouri","Kindergarten",75240,"varicella",NA,4.7,"2-stage Cluster Sample"
"2834","2015-16","Missouri","Kindergarten",74413,"varicella",NA,100,"Census"
"2835","2020-21","Missouri","Kindergarten",63093,"varicella","NReq",100,"Census"
"2836","2019-20","Missouri","Kindergarten",72324,"varicella","NReq",100,"Census"
"2837","2013-14","Missouri","Kindergarten",78140,"varicella",NA,100,"Census"
"2838","2014-15","Missouri","Kindergarten",75900,"varicella",NA,100,"Census"
"2839","2012-13","Missouri","Kindergarten",78416,"varicella",NA,5.9,"2-stage Cluster Sample"
"2840","2018-19","Missouri","Kindergarten",72687,"hep_b","96.1",100,"Census"
"2841","2019-20","Missouri","Kindergarten",72324,"hep_b","95.9",100,"Census"
"2842","2020-21","Missouri","Kindergarten",63093,"hep_b","95.3",100,"Census"
"2843","2021-22","Missouri","Kindergarten",71034,"hep_b","94.0",100,"Census"
"2844","2009-10","Missouri","Kindergarten",75958,"polio","98.1",3,"Random sample"
"2845","2010-11","Missouri","Kindergarten",NA,"polio",NA,NA,NA
"2846","2011-12","Missouri","Kindergarten",75240,"polio","97.2",4.7,"2-stage Cluster Sample"
"2847","2021-22","Missouri","Kindergarten",71034,"varicella","91.2",100,"Census"
"2848","2009-10","Missouri","Kindergarten",75958,"hep_b","97.4",3,"Random sample"
"2849","2018-19","Missouri","Kindergarten",72687,"varicella","94.5",100,"Census"
"2850","2017-18","Missouri","Kindergarten",73113,"varicella","95.0",100,"Census"
"2851","2020-21","Missouri","Kindergarten",63093,"varicella","92.1",100,"Census"
"2852","2019-20","Missouri","Kindergarten",72324,"varicella","94.2",100,"Census"
"2853","2016-17","Missouri","Kindergarten",73355,"varicella","95.1",100,"Census"
"2854","2015-16","Missouri","Kindergarten",74413,"varicella","95.4",100,"Census"
"2855","2011-12","Missouri","Kindergarten",75240,"hep_b","96.0",4.7,"2-stage Cluster Sample"
"2856","2010-11","Missouri","Kindergarten",NA,"hep_b",NA,NA,NA
"2857","2012-13","Missouri","Kindergarten",78416,"hep_b","96.2",5.9,"2-stage Cluster Sample"
"2858","2013-14","Missouri","Kindergarten",78140,"hep_b","96.5",100,"Census"
"2859","2017-18","Missouri","Kindergarten",73113,"hep_b","96.5",100,"Census"
"2860","2016-17","Missouri","Kindergarten",73355,"hep_b","96.4",100,"Census"
"2861","2014-15","Missouri","Kindergarten",75900,"hep_b","96.9",100,"Census"
"2862","2015-16","Missouri","Kindergarten",74413,"hep_b","96.9",100,"Census"
"2863","2023-24","Missouri","Kindergarten",69014,"varicella","89.9",100,"Census"
"2864","2023-24","Missouri","Kindergarten",69014,"polio","91.0",100,"Census"
"2865","2023-24","Missouri","Kindergarten",69014,"hep_b","93.3",100,"Census"
"2866","2023-24","Missouri","Kindergarten",69014,"varicella","89.9",100,"Census"
"2867","2023-24","Missouri","Kindergarten",69014,"varicella","NReq",100,"Census"
"2868","2023-24","Missouri","Kindergarten",69014,"dtap","90.5",100,"Census"
"2869","2023-24","Missouri","Kindergarten",69014,"mmr","90.4",100,"Census"
"2870","2023-24","Texas","Kindergarten",381421,"mmr","94.3",92.4,"Census (pub.), vol. response (prv.)"
"2871","2023-24","Texas","Kindergarten",381421,"dtap","94.0",92.4,"Census (pub.), vol. response (prv.)"
"2872","2023-24","Texas","Kindergarten",381421,"varicella","NReq",92.4,"Census (pub.), vol. response (prv.)"
"2873","2023-24","Texas","Kindergarten",381421,"varicella","93.7",92.4,"Census (pub.), vol. response (prv.)"
"2874","2023-24","Texas","Kindergarten",381421,"hep_b","95.7",92.4,"Census (pub.), vol. response (prv.)"
"2875","2023-24","Texas","Kindergarten",381421,"polio","94.2",92.4,"Census (pub.), vol. response (prv.)"
"2876","2023-24","Texas","Kindergarten",381421,"varicella","93.7",92.4,"Census (pub.), vol. response (prv.)"
"2877","2018-19","Texas","Kindergarten",390034,"polio","96.9",99.4,"Census"
"2878","2017-18","Texas","Kindergarten",387981,"polio","96.9",99.4,"Census"
"2879","2016-17","Texas","Kindergarten",389999,"polio","97.3",99,"Census"
"2880","2012-13","Texas","Kindergarten",414688,"polio","97.5",96.6,"Census"
"2881","2013-14","Texas","Kindergarten",409255,"polio","97.4",97.1,"Census"
"2882","2014-15","Texas","Kindergarten",406099,"polio","97.3",98.3,"Census (public); Voluntary response (private)"
"2883","2015-16","Texas","Kindergarten",394801,"polio","97.6",98.7,"Census (public); Voluntary response (private)"
"2884","2019-20","Texas","Kindergarten",398680,"polio","96.8",99.6,"Census"
"2885","2020-21","Texas","Kindergarten",377840,"polio","95.2",98.9,"Census"
"2886","2021-22","Texas","Kindergarten",389037,"polio","94.0",99.3,"Census"
"2887","2022-23","Florida","Kindergarten",230309,"polio","90.6",97.7,"Census"
"2888","2022-23","Florida","Kindergarten",230309,"varicella","90.6",97.7,"Census"
"2889","2022-23","Florida","Kindergarten",230309,"hep_b","90.6",97.7,"Census"
"2890","2022-23","Florida","Kindergarten",230309,"varicella","90.6",97.7,"Census"
"2891","2022-23","Florida","Kindergarten",230309,"mmr","90.6",97.7,"Census"
"2892","2022-23","Florida","Kindergarten",230309,"varicella","NReq",97.7,"Census"
"2893","2022-23","Florida","Kindergarten",230309,"dtap","90.6",97.7,"Census"
"2894","2022-23","Alaska","Kindergarten",9650,"mmr","83.6",88.8,"Vol. response (pub.), not conducted (pvt.)"
"2895","2022-23","Alaska","Kindergarten",9650,"varicella","81.8",88.8,"Vol. response (pub.), not conducted (pvt.)"
"2896","2022-23","Alaska","Kindergarten",9650,"polio","84.4",88.8,"Vol. response (pub.), not conducted (pvt.)"
"2897","2022-23","Alaska","Kindergarten",9650,"hep_b","85.5",88.8,"Vol. response (pub.), not conducted (pvt.)"
"2898","2022-23","Alaska","Kindergarten",9650,"varicella","NReq",88.8,"Vol. response (pub.), not conducted (pvt.)"
"2899","2022-23","Alaska","Kindergarten",9650,"varicella","81.8",88.8,"Vol. response (pub.), not conducted (pvt.)"
"2900","2022-23","Alaska","Kindergarten",9650,"dtap","83.8",88.8,"Vol. response (pub.), not conducted (pvt.)"
"2901","2022-23","Rhode Island","Kindergarten",10532,"polio","96.9",96.5,"Census"
"2902","2022-23","Rhode Island","Kindergarten",10532,"varicella","96.3",96.5,"Census"
"2903","2022-23","Rhode Island","Kindergarten",10532,"hep_b","97.8",96.5,"Census"
"2904","2022-23","Rhode Island","Kindergarten",10532,"varicella","96.3",96.5,"Census"
"2905","2022-23","Rhode Island","Kindergarten",10532,"dtap","96.9",96.5,"Census"
"2906","2022-23","Rhode Island","Kindergarten",10532,"varicella","NReq",96.5,"Census"
"2907","2022-23","Rhode Island","Kindergarten",10532,"mmr","96.9",96.5,"Census"
"2908","2015-16","Idaho","Kindergarten",22686,"mmr","90.2",100,"Census"
"2909","2014-15","Idaho","Kindergarten",22968,"mmr","89.5",100,"Census"
"2910","2013-14","Idaho","Kindergarten",23934,"mmr","88.2",100,"Census"
"2911","2012-13","Idaho","Kindergarten",23888,"mmr","88.4",100,"Census"
"2912","2011-12","Idaho","Kindergarten",22762,"mmr","89.2",100,"Census"
"2913","2010-11","Idaho","Kindergarten",NA,"mmr",NA,NA,NA
"2914","2009-10","Idaho","Kindergarten",22624,"mmr","87.0",100,"Census"
"2915","2019-20","Idaho","Kindergarten",23301,"polio","89.1",98.5,"Census"
"2916","2018-19","Idaho","Kindergarten",22995,"polio","89.1",99,"Census"
"2917","2016-17","Idaho","Kindergarten",22589,"polio","90.3",100,"Census"
"2918","2017-18","Idaho","Kindergarten",22553,"polio","89.9",99,"Census"
"2919","2015-16","Idaho","Kindergarten",22686,"polio","90.6",100,"Census"
"2920","2014-15","Idaho","Kindergarten",22968,"polio","90.1",100,"Census"
"2921","2013-14","Idaho","Kindergarten",23934,"polio","88.4",100,"Census"
"2922","2012-13","Idaho","Kindergarten",23888,"polio","88.5",100,"Census"
"2923","2020-21","Idaho","Kindergarten",22677,"polio","86.6",98.3,"Census"
"2924","2021-22","Idaho","Kindergarten",23854,"polio","84.0",99.6,"Census"
"2925","2020-21","Idaho","Kindergarten",22677,"varicella","86.2",98.3,"Census"
"2926","2021-22","Idaho","Kindergarten",23854,"varicella","83.4",99.6,"Census"
"2927","2022-23","Idaho","Kindergarten",23721,"dtap","81.0",99.3,"Census"
"2928","2022-23","Idaho","Kindergarten",23721,"varicella","NReq",99.3,"Census"
"2929","2022-23","Idaho","Kindergarten",23721,"mmr","81.3",99.3,"Census"
"2930","2022-23","Idaho","Kindergarten",23721,"varicella","80.7",99.3,"Census"
"2931","2022-23","Idaho","Kindergarten",23721,"hep_b","86.3",99.3,"Census"
"2932","2022-23","Idaho","Kindergarten",23721,"varicella","80.7",99.3,"Census"
"2933","2022-23","Idaho","Kindergarten",23721,"polio","81.8",99.3,"Census"
"2934","2022-23","Colorado","Kindergarten",65576,"polio","87.0",97.2,"Census"
"2935","2022-23","Colorado","Kindergarten",65576,"varicella","85.9",97.2,"Census"
"2936","2022-23","Colorado","Kindergarten",65576,"hep_b","90.9",97.2,"Census"
"2937","2022-23","Colorado","Kindergarten",65576,"varicella","85.9",97.2,"Census"
"2938","2022-23","Colorado","Kindergarten",65576,"mmr","87.0",97.2,"Census"
"2939","2022-23","Colorado","Kindergarten",65576,"varicella","NReq",97.2,"Census"
"2940","2022-23","Colorado","Kindergarten",65576,"dtap","87.2",97.2,"Census"
"2941","2023-24","Colorado","Kindergarten",61662,"mmr","88.3",100,"Census"
"2942","2021-22","Colorado","Kindergarten",66900,"varicella","87.6",97.5,"Census"
"2943","2020-21","Colorado","Kindergarten",63619,"varicella","89.4",97.3,"Census"
"2944","2018-19","Colorado","Kindergarten",64191,"polio","87.2",100,"Census"
"2945","2013-14","Colorado","Kindergarten",69904,"dtap","80.9",0.5,"Random Sample"
"2946","2012-13","Colorado","Kindergarten",70657,"dtap","82.9",0.5,"Simple Random Sample"
"2947","2011-12","Colorado","Kindergarten",70142,"dtap","85.5",0.5,"Simple Random Sample"
"2948","2010-11","Colorado","Kindergarten",NA,"dtap",NA,NA,NA
"2949","2023-24","Colorado","Kindergarten",61662,"varicella","87.3",100,"Census"
"2950","2023-24","Colorado","Kindergarten",61662,"polio","87.9",100,"Census"
"2951","2023-24","Colorado","Kindergarten",61662,"hep_b","91.1",100,"Census"
"2952","2023-24","Colorado","Kindergarten",61662,"varicella","87.3",100,"Census"
"2953","2023-24","Colorado","Kindergarten",61662,"varicella","NReq",100,"Census"
"2954","2023-24","Colorado","Kindergarten",61662,"dtap","87.9",100,"Census"
"2955","2020-21","Colorado","Kindergarten",63619,"mmr","90.5",97.3,"Census"
"2956","2019-20","Colorado","Kindergarten",69088,"mmr","91.1",98.2,"Census"
"2957","2018-19","Colorado","Kindergarten",64191,"mmr","87.4",100,"Census"
"2958","2017-18","Colorado","Kindergarten",65718,"mmr","88.7",100,"Census"
"2959","2017-18","Colorado","Kindergarten",65718,"dtap","88.6",100,"Census"
"2960","2016-17","Colorado","Kindergarten",64440,"dtap","86.8",100,"Census"
"2961","2015-16","Colorado","Kindergarten",69137,"dtap","86.6",0.5,"Simple random sample"
"2962","2014-15","Colorado","Kindergarten",70597,"dtap","84.3",0.5,"Simple random sample"
"2963","2009-10","Colorado","Kindergarten",NA,"dtap",NA,NA,"Not conducted"
"2964","2021-22","Colorado","Kindergarten",66900,"mmr","88.4",97.5,"Census"
"2965","2015-16","Colorado","Kindergarten",69137,"mmr","87.1",0.5,"Simple random sample"
"2966","2014-15","Colorado","Kindergarten",70597,"mmr","86.9",0.5,"Simple random sample"
"2967","2013-14","Colorado","Kindergarten",69904,"mmr","81.7",0.5,"Random Sample"
"2968","2012-13","Colorado","Kindergarten",70657,"mmr","85.7",0.5,"Simple Random Sample"
"2969","2011-12","Colorado","Kindergarten",70142,"mmr","86.8",0.5,"Simple Random Sample"
"2970","2010-11","Colorado","Kindergarten",NA,"mmr",NA,NA,NA
"2971","2009-10","Colorado","Kindergarten",NA,"mmr",NA,NA,"Not conducted"
"2972","2020-21","Colorado","Kindergarten",63619,"varicella","89.4",97.3,"Census"
"2973","2019-20","Colorado","Kindergarten",69088,"varicella","90.1",98.2,"Census"
"2974","2018-19","Colorado","Kindergarten",64191,"varicella","86.5",100,"Census"
"2975","2017-18","Colorado","Kindergarten",65718,"varicella","87.7",100,"Census"
"2976","2009-10","Colorado","Kindergarten",NA,"hep_b",NA,NA,"Not conducted"
